companies.name,companies.category_code,companies.description,companies.founded_year,companies.number_of_employees,companies.total_money_raised,city,description,address1,address2,longitude,country_code,latitude,state_code,zip_code
Property Management Evaware,software,Free property management software,2013,25,$0,Chicago,Chicago Office,1646 N Bosworth Suite A.,,-87.6665861,USA,41.9120193,IL,60642
Protein Bar,hospitality,,2009,,$22M,Chicago,,Multiple Location,,,USA,,IL,
ProVal TechnologieS Inc,network_hosting,"Server Support, IT Support, NOC",2006,50,$0,Chicago,Chicago Office,332 S. Michigan Ave,Suite 1032-S74,-87.6245706,USA,41.877367,IL,60604
Public Good Software,software,Software for civil society,2013,5,$0,Chicago,Geeks in Residence/HWLC,400 S State St,,,USA,,IL,60605
Punchkick Interactive,,,,,$0,Chicago,Punchkick Interactive,22 West Ontario Street,Fourth Floor,,USA,,IL,60654
Purchasing Platform,real_estate,Real Estate Operator Procurement,2012,,$1.07M,Chicago,Corporate Office,"150 N Wacker Drive, Suite 2800",,,USA,,IL,60606
Pure Lighting,other,Minimal Architectural Recessed Lighting,2006,,$0,Chicago,Pure Lighting Office,1718 West Fullerton Avenue,,-87.671581,USA,41.925692,IL,60614
Purple Orange LLC,advertising,"Merging Tech, Marketing & Opportunity.",2010,5,$0,Chicago,Chicago HQ,214 West Ohio Street,3rd Floor,,USA,,IL,60654
PVPower,cleantech,,2009,9,$1.01M,Chicago,Chicago,4256 N Ravenswood Ave,Suite 201,,USA,,IL,60613
Pyromaniac.com,games_video,a fantasy football website,2008,6,$0,Chicago,Pyromaniac.com HQ,Meatpacking District,,-87.6531805,USA,41.8808639,IL,60607
"QCoefficient, Inc.",cleantech,"cleantech, software",2007,,$7M,Chicago,Willis Tower,233 S Wacker Dr.,Suite 6225,,USA,,IL,60606
QT Information Systems,,,,,$0,Chicago,,"141 W. Jackson Blvd. Suite, 1255A",,,USA,,IL,60604
quadrantONE,,,,,$0,Chicago,,"225 N. Michigan Avenue, Suite 1600",,,USA,,IL,60601
Quick2LAUNCH,other,Platform for presentation development,2012,10,$0,Chicago,Quick2LAUNCH Chicago,1871: 222 Merchandise Mart Plaza,Suite 1212,-87.6353645,USA,41.8883695,IL,60654
quitchen,ecommerce,Food Catering,2012,9,$100k,Chicago,Headquarters,2960 N Lincoln Ave,,,USA,,IL,60657
QURIUM Solutions,software,,2011,,$375k,Chicago,,"222 West Merchandise Mart Plaza, #1212",,,USA,,IL,60654
R.R. Donnelley & Sons,public_relations,,1864,,$0,Chicago,,111 South Wacker Drive,,,USA,,IL,60606
RadiumOne,advertising,Enterprise Advertising Platform,2009,200,$33.5M,Chicago,Chicago Office,500 N. Dearborn,Suite 730,,USA,,IL,60654
Raise,ecommerce,Gift Card Marketplace,2013,60,$22.6M,Chicago,HQ,311 W Superior St.,Suite 504,-87.636284,USA,41.895339,IL,60654
Rapleaf,messaging,Real-Time Data on 80% of U.S. Emails,2006,44,$16M,Chicago,,222 Merchandise Mart Plaza,12th Floor - 1871,-122.4013875,USA,37.7867392,IL,60654
Ratchet,software,,2004,45,$0,Chicago,Chicago Office,30 West Hubbard,Suite #400,-87.629377,USA,41.890441,IL,60601
RateYourSeats.com,web,Seat Ratings at Entertainment Venues,2011,8,$0,Chicago,Headquarters,,,,USA,,IL,60607
rawdesignr,software,Mobile App Development,2009,10,$0,Chicago,Chicago Headquarters,1339 North Dearborn Parkway,SUITE 8H,,USA,,IL,60610
RAY ALLEN INC,other,Telecom IT Asset Management,,,$0,Chicago,CGM Squared,400 West Erie,Suite 303,,USA,,CA,60654
Razorfish,consulting,marketing agency,1995,2000,$0,Chicago,Chicago,600 W Fulton St # 400,,-87.6445473,USA,41.8819283,TX,60661
readeo,messaging,Story-based Startup,2009,,$150k,Chicago,,213 N Racine Second Floor,,,USA,,IL,60607
ReadOz,news,,,,$2.2M,Chicago,,350 W. Ontario St. #4W,,,USA,,IL,60654
RealClearPolitics,news,"publishes political commentaries, news",2001,,$0,Chicago,HQ,2630 North Orchard,Suite C,,USA,,IL,60614
RECSOLU,software,Recruitment Software and Services,2008,43,$0,Chicago,Headquarters,70 W. Madison St.,STE 2250,,USA,,IL,60602
Red Chalk Group,consulting,IP Strategy Consulting,2005,,$0,Chicago,Headquarters,222 W Adams St.,,,USA,,IL,60606
Red Foundry,mobile,Mobile Application Development Platform,2010,20,$1.1M,Chicago,,,,,USA,,IL,
RedShelf,ecommerce,Digital Document Distribution,2011,,$0,Chicago,RedShelf Office,747 N Lasalle St.,,,USA,,IL,60654
Regenerative Medical Solutions,biotech,,2010,,$850k,Chicago,,"8770 W. Bryn Mawr Avenue, Suite 1300",,,USA,,IL,60631
Renkara Media Group,software,Creating Elegant and Intuitive Apps,2000,2,$0,Chicago,Corporate Office,,,,USA,,IL,
Rent Here Realty,other,Chicago Apartments,2008,40,$0,Chicago,Wicker Park Office,1745 W. North Ave.,,,USA,,IL,60622
Rent Here Realty,other,Chicago Apartments,2008,40,$0,Chicago,3021 N. Lincoln,,,,USA,,IL,60657
Rentalutions,software,Software for mom-and-pop landlords,2012,,$288k,Chicago,Ground Zero,222 West Merchandise Mart Plaza,Suite 1212,-87.6353645,USA,41.8883695,IL,60654
repIGNITE,software,Sales Contest Platform,2013,2,$0,Chicago,US office,230 W Superior 2F,,,USA,,IL,60654
Repolift,other,Used Forklifts Delivered Worldwide,2003,5,$0,Chicago,US Sales Office,500 N Michigan Ave,Suite 300,,USA,,IL,60611
Restore Flow Allografts,biotech,,2013,,$750k,Chicago,,8600 W. Catalpa Avenue,,-87.842737,USA,41.979638,IL,60657
Resultly,mobile,Streaming Results,2011,10,$1M,Chicago,Headquarters,116 W Hubbard St,Floor 4,,USA,,IL,60654
Retale,mobile,Digitized weekly ads,2013,200,$0,Chicago,Retale,525 W Monroe St.,,,USA,,IL,60661
Reverb.com,ecommerce,Marketplace for used guitars and gear,2012,10,$2.8M,Chicago,Headquarters,3323 1/2 North Paulina,,-87.6714332,USA,41.9524198,IL,60657
Reverse Mortgage Daily,other,News publication,2007,4,$0,Chicago,Headquarters,1802 W. Berteau Suite 101,,,USA,,IL,60613
Reverse Mortgage Guides,web,,2006,18,$0,Chicago,Headquarters,,,-87.624333,USA,41.879535,IL,
Review Trackers,enterprise,Online Review Monitoring,2012,12,$0,Chicago,Chicago Office,1511 N. Milwaukee Ave,2nd Floor,,USA,,IL,60622
Revolve.,enterprise,Collaboration service for product teams.,2011,14,$0,Chicago,Headquarters,1811 W North Ave,Suite 402,,USA,,IL,60622
RewardMyWay,enterprise,Mobile Loyalty for SMB and ecommerce    ,2011,15,$1.35M,Chicago,Chicago (Headquarters),,,-87.6297982,USA,41.8781136,IL,
RightFitChicago,public_relations,Online Fitness Network,,2,$0,Chicago,Chicago Office,345 W. Fullerton Parkway,,,USA,,IL,60614
Rise Interactive,advertising,Digital Marketing Agency,2004,,$0,Chicago,Headquarters,1 South Wacker Drive,Suite 300,,USA,,IL,60606
Risk I/O,security,Vulnerability Intelligence Platform,2010,10,$6.25M,Chicago,HQ,222 Merchandise Mart Plaza,Suite 1212,-87.6365131,USA,41.8883776,IL,60654
RIVS,enterprise,Video Interviewing SaaS for Enterprise,2011,18,$4M,Chicago,,112 S Sangamon St,Suite 303,,USA,,IL,60607
RJO Futures,consulting,,,,$0,Chicago,RJO Futures,222 South Riverside Plaza,Suite 900,,USA,,IL,60606
Rocket Fuel,advertising,Digital advertising technology company.,2008,640,$76.6M,Chicago,Chicago Sales,"401 North Michigan Avenue, Suite 1211",(312) 840.8251,,USA,,IL,60611
Rocket Fuel Labs,software,Software Development,2013,10,$0,Chicago,1871,222 W. Merchandise Mart Plaza,,-87.6371254,USA,41.8888128,IL,60654
Rocketmiles,travel,"Book Hotels, Get Thousands of Miles",2012,15,$2M,Chicago,Chicago Headquarters,,,,USA,,IL,
Room Lender,other,vacation rentals,2010,,$0,Chicago,Chicago Office,2408 N. Kedzie Blvd.,,,USA,,IL,60647
Roomaloo,web,,2012,5,$0,Chicago,Built in Chicago,,,,USA,,IL,
Rosenfeld Injury Lawyers,legal,"Law, Legal, Lawyer, Attorney",,,$0,Chicago,Rosenfeld Injury Lawyers,"33 North Dearborn Street, #1930",,,USA,,IL,60602
Rosenthal Collins Group,,,1923,,$0,Chicago,,216 W Jackson Blvd,Suite 400,-87.6344702,USA,41.8781224,IL,60606
RotoBiz,other,Fantasy sports trade publication,2011,3,$0,Chicago,Chicago,3252 N Clifton Ave 3W,,,USA,,IL,60657
Roundarch,software,,2000,,$0,Chicago,,350 North LaSalle Street,12th Floor,,USA,,IL,60654
Route Sense,network_hosting,Metro ethernet,,,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
RPM Visual Media,games_video,Online Video Branding,2007,20,$0,Chicago,Main Office,1030 N Milwaukee Ave,,,USA,,IL,60642
RR Donnelley,enterprise,,1864,,$0,Chicago,,111 South Wacker Drive,,,USA,,IL,60606-4301
Saathiva Creations,software,Web Development Company,2008,100,$0,Chicago,Headquarter,6007 N Sheridan Rd,Unit #20G,,USA,,IL,60660
Salmon Cove,ecommerce,Lifestyle Clothing Brand,2011,12,$0,Chicago,Design Headquarters,318 W. Grand Avenue,Suite 303,,USA,,IL,60654
Sameleaf Transit,,Online auction-based freight brokerage.,2012,3,$0,Chicago,Chicago Office,222 Merchandise Mart Plaza,12th Floor,-87.6365131,USA,41.8883776,IL,60654
Samplesaint,mobile,,,,$250k,Chicago,,153 West Ohio Street,Suite 400,,USA,,IL,60654
Sapient,enterprise,global services firm,1990,10000,$2.4M,Chicago,Chicago,30 West Monroe,,-87.62903,USA,41.881065,IL,60603
Save Wave Energy,consulting,Energy Consulting Company,2008,40,$0,Chicago,Office,445 W. Erie St.,,,USA,,IL,60654
SAVO,software,,1999,130,$44M,Chicago,,155 N Wacker Drive,Suite 1000,-87.640458,USA,41.87675,IL,60606
Savor,fashion,A Better Way to Save When You Shop Onlin,,,$0,Chicago,Chicago,,,,USA,,IL,
Savvy Avenue,web,Do more. Do good. Repeat. ,2009,9,$0,Chicago,Savvy Avenue,328 S. Jefferson,Suite 240,,USA,,IL,60661
SceneTap,games_video,Retail & Hospitality Data Technology ,2010,,$0,Chicago,Headquarters,,,-87.6297982,USA,41.8781136,IL,
Scratch Music Group,music,Music & Technology Company,2002,50,$3.3M,Chicago,Chicago,820 North Orleans Street #125,,,USA,,IL,60610
SDI,security,National systems integrator,,,$0,Chicago,,"33 W. Monroe, Suite 400",,,USA,,IL,60603
SeatSync,mobile,Mobile ticket exchange,2012,4,$0,Chicago,Headquarters,,,,USA,,IL,60657
SecureSlice,enterprise,Enterprise secure file transfer,2012,3,$0,Chicago,Chicago Office,,,-87.663045,USA,42.0099321,IL,60626
Security Deposit Law,legal,Aaron Krolik Law Office,,,$0,Chicago,Office,134 North LaSalle St.â€¨Suite 700â€¨,,,USA,,IL,60602
SEO Logic,advertising,Search engine optimization services,1996,5,$0,Chicago,Downtown Chicago,150 N Michigan Ave,Ste 2800,,USA,,IL,60601
SEOGroup,advertising,Search Engine Optimization,2013,3,$0,Chicago,Corporate Headquarter,200 North Michigan Ave,Suite 500,-87.624701,USA,41.886264,IL,60601
SEOSkyLimit,other,Professional SEO Company,2013,20,$0,Chicago,,elk grove village,,,USA,,IL,60007
Sertifi,software,On-Demand eSignature Provider,2005,11,$0,Chicago,,325 W Huron St. Suite 207,,,USA,,IL,60654
ServerCentral,network_hosting,Managed Data Center Services,2000,,$0,Chicago,Corporate Headquarters,111 West Jackson Blvd.,Suite 1600,,USA,,IL,60604
Seven Lights,software,,,,$0,Chicago,,"1165 n. Clark,",Suite 614.,-87.6314159,USA,41.9035331,IL,60610
Seyfarth Shaw,legal,Law Practice,1945,,$0,Chicago,HQ,131 South Dearborn Street,Suite 2400,,USA,,IL,60603-5577
Sharethrough,advertising,Native Advertising,2008,80,$11M,Chicago,Chicago,400 N State St.,#230,,USA,,IL,60654
SharkZoo,network_hosting,Real Estate Social Network,,,$0,Chicago,SharkZoo HQ,,,,USA,,IL,
SheKnows,news,Women's Lifestyle Media Platform,2003,200,$0,Chicago,Chicago Office,180 N. LaSalle Street,Suite 3020,,USA,,IL,60601
Sheridan Partners Corporate Development,consulting,,1999,6,$0,Chicago,,1648 N. Milwaukee Ave,Suite 302,-87.679049,USA,41.911174,IL,60647
SHIFT,advertising,Real-time Marketing Platform,2010,65,$14M,Chicago,,,,-87.6297982,USA,41.8781136,IL,
Shiftgig,web,,,,$3M,Chicago,,,,,USA,,IL,
Shop Like Anna,ecommerce,Girls Shopping Social Network,2008,5,$0,Chicago,,203 N. Wabash,Suite 1308,-87.625743,USA,41.886048,IL,60601
Shoplocal,advertising,Local Comparison Shopping Service,1999,250,$0,Chicago,Chicago Office,225 N. Michigan Ave.,Suite 1600,-87.623704,USA,41.88623,IL,60601
ShopperTrak,enterprise,people counting managed service,1995,250,$0,Chicago,HQ,,,-87.6297982,USA,41.8781136,IL,
Shopzilla,web,Shopping Search & Intent,1996,,$0,Chicago,Chicago Office,321 N. Clark St.,5th Floor,,USA,,IL,60654
Shotfarm,ecommerce,Product Content Network,2010,15,$540k,Chicago,Headquarters,417 N. Ashland Ave,,-87.6667219,USA,41.889408,IL,60622
Shoutlet,enterprise,Enterprise Social Marketing Platform,2010,130,$24.2M,Chicago,Shoutlet Chicago,101 West Grand Avenue,Suite 212 & 217,,USA,,IL,60654
Sigma Alert,ecommerce,Web-based communications system,2008,,$0,Chicago,HQ,549 West Randolph,Suite 402,-87.641671,USA,41.88415,IL,60661
Signal,software,Marketing platform for small businesses,2006,7,$0,Chicago,Chicago,222 W. Merchandise Mart Plaza,12th floor,-87.6353645,USA,41.8883695,IL,60654
SignMeUp,web,,,,$0,Chicago,,500 North Michigan Avenue,Suite 300,-87.624564,USA,41.89131,IL,60611
SilkRoad Technology,software,Social Talent Management Software,2003,500,$178M,Chicago,HQ,20 West Kinzie Street,Suite 1420,,USA,,IL,60654
Silverton Printing Group,local,Discount Printing Service,,1,$0,Chicago,,233 S. Wacker Drive 84th Floor,,,USA,,IL,60606
SilvrSpoon,mobile,The Social Menu,2011,7,$0,Chicago,Headquarters,203 N. Wabash Ave.,Suite 1312,,USA,,IL,60601
SimpleRelevance,software,Email Optimization Platform,2012,,$1.27M,Chicago,,222 W Merchandise Mart Plaza,,-87.6353645,USA,41.8883695,IL,60654
Simply Smart Technology,consulting,Chicago IT Services,,,$0,Chicago,Office,1405 W Irving Park Rd,,,USA,,IL,60613
Sims Recycling Solutions,,,,,$0,Chicago,,1600 Harvester Rd,West Chicago,-88.234716,USA,41.901675,IL,60185
SingleHop,network_hosting,managed internet infrastructure,2006,,$27.5M,Chicago,Corporate Headquarters,215 W. Ohio St.,5th Floor,-87.634781,USA,41.877867,IL,60654
Sitar Group,consulting,startup business planning firm,2006,6,$0,Chicago,HQ,372 W. Ontario,Suite 501,,USA,,IL,60654
Site Canvas,,,,,$0,Chicago,,,,,USA,,IL,
Siteworx,other,Interactive Agency and WCM Consultancy,2002,140,$0,Chicago,"Chicago, IL",200 South Wacker,Suite 1675,,USA,,IL,60606
Sittercity,web,Caregiver search site,2001,,$48.1M,Chicago,,222 Merchandise Mart Plaza,22nd Floor,-87.6354206,USA,41.8879192,IL,60654
skinnyCorp,web,,2001,45,$0,chicago,,4043 N Ravenswood ave,suite 106,-87.673059,USA,41.955054,IL,60613
Sky Bird Travel  Tours,other,International Airline Consolidator,1976,200,$0,Chicago,,104 S. Michigan Avenue,Suite 14251425,-87.624926,USA,41.880169,IL,60603
SMS Assist,enterprise,Facilities Maintenance Technology,1995,200,$60M,Chicago,Corporate Offices,875 N Michigan Ave,Suite 2800,,USA,,IL,60611
Snapizo,ecommerce,iphone application,2011,10,$0,Chicago,,1113 W. Armitage Ave.,,,USA,,IL,
Snapsheet,mobile,Auto repair app and website,2010,60,$11.3M,Chicago,,,,-87.6297982,USA,41.8781136,IL,
Snipitron,web,Social Network,,,$0,Chicago,Corporate Headquarters,850 West Jackson,Suite 400,-87.649228,USA,41.877913,IL,60607
So.Tech Leaders,consulting,"Private, Networking, Strategy Consulting",,10,$0,Chicago,Chicago Office,,,,USA,,IL,
Soceeo,network_hosting,,,,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
Social Tech Pop,public_relations,Blog,2010,3,$0,Chicago,Chicago Office,640 N LaSalle,Suite 600,,USA,,IL,60654
SocialCrunch,web,Behavior Graph,2012,,$0,Chicago,,,,,USA,,IL,
SocialKaty,advertising,Social Media & Content Marketing Agency,2010,28,$300k,Chicago,SocialKaty HQ,355 East Ohio,Suite 4309,,USA,,IL,60611
SoCore Energy,cleantech,,,,$0,Chicago,,225 W. Hubbard,Suite 302,-87.6353029,USA,41.8897199,IL,60654
Solar Feeds,,News Network,,,$0,Chicago,,,,,USA,,IL,
Solar Power International,search,,,,$0,Chicago,,,,,USA,,IL,
Solve Media,advertising,Performance-Based Brand Advertising,2009,,$6M,Chicago,Chicago,203 N. LaSalle Street,Suite 2100,,USA,,IL,60601
Sonoma Partners,consulting,Microsoft Dynamics CRM Consulting Firm ,2001,90,$0,Chicago,Chicago Headquarters,525 W. Monroe St.,Suite 500,,USA,,IL,60661
Soul Expressions,,,,,$0,Chicago,,,,,USA,,IL,60619
Soulseekr,web,,,,$0,Chicago,Office,,,,USA,,IL,
Soundsupply,ecommerce,,2012,,$140k,Chicago,,,,,USA,,IL,
SparkReel,photo_video,Powering Fan Video for Brands,2013,5,$0,Chicago,SparkReel HQ,222 W Merchandise Mart,Floor 12,,USA,,IL,60654
Spartz,web,Entertainment Websites,2009,25,$9.5M,Chicago,Company Headquarters,358 W Ontario Street,Suite 2E,-87.6380602,USA,41.8932292,IL,60654
SpendRadar,software,,2009,,$0,Chicago,,311 South Wacker Drive,Suite 2270,-87.636196,USA,41.8776579,IL,60606
Sphere Consulting,software,Custom Software Development,2004,60,$0,Chicago,Head Office,"200 S. Wacker Drive, 15th Floor",,,USA,,IL,60606
Spikeball,ecommerce,Beach Backyard Competitive Game,,1,$0,Chicago,HQ,Wicker Park,,,USA,,IL,60622
SpinMedia,music,,2005,100,$58.5M,Chicago,,415 N. Dearborn,Ste. 510,,USA,,IL,60654
Spooky Cool Labs,games_video,,2010,,$0,Chicago,,5515 N,Cumberland #810,-87.5388907,USA,41.7228822,,Illinois 60656
Sportvision,sports,,1998,,$0,Chicago,,4619 N. Ravenswood,Suite 304,,USA,,IL,60640
SpotHero,web,Online Parking Reservations,2011,20,$2.51M,Chicago,Chicago Office,212 W. Superior,,,USA,,IL,60654
Spotlite,enterprise,TurboTax for Employee Benefits,2012,15,$0,Chicago,Headquarters,224 W. Huron St.,Ste. 6E,,USA,,IL,60654
SpringCM,enterprise,Cloud Enterprise Content Mangement,2005,100,$21M,Chicago,Corporate Headquarters,350 North Orleans Street,Suite 900,,USA,,IL,60654
Sprouse Marketing Group,consulting,Marketing Boutique,2012,12,$0,Chicago,HQ,,,,USA,,IL,
Sprout Social,software,Social Media Management & Engagement,2010,75,$11M,Chicago,HQ,"30 N. Racine Ave., Suite 110",,,USA,,IL,60607
Spruce Media,enterprise,Facebook Marketing Solutions,2010,60,$16M,Chicago,Chicago Office,,,-87.6297982,USA,41.8781136,IL,
SPSS,software,Predictive Analytics Software,1968,,$0,Chicago,HQ,233 S. Wacker Drive,11th Floor,-87.6366875,USA,41.8789816,IL,60606
Squadhelp,consulting,Save thousands of dollars by crowdsourci,,10,$0,Chicago,Head Office,"28 E Jackson Bldg., Suite 1020 #s179",,,USA,,IL,60604
Squib,software,SMS marketing software,,30,$0,Chicago,,,,,USA,,IL,
StageBloc,web,Build your brand,2011,6,$110k,Chicago,,,,-87.6297982,USA,41.8781136,IL,
Stall Talk,,,,,$0,Chicago,Chicago Office,77 W Huron Street,25th Floor,,USA,,IL,60610
Starcom MediaVest Group,,,2002,7300,$0,Chicago,Global Headquarters,35 West Wacker Drive,,,USA,,IL,60601
Statugle,web,Interactive Statistical Database,2009,1,$0,Chicago,Headquarters,,,-87.6531805,USA,41.9205483,IL,60614
Steal Apps,other,Get thousand of Paid Applications,2011,4,$0,Chicago,US Workbench,Illinois Institute of Technology,West Adams Street,,USA,,IL,60616
Steelo,fashion,Steelo is the place to shop for the clot,2013,2,$0,Chicago,Steelo HQ,300 N Canal St.,,,USA,,IL,60606
Storeplacer,ecommerce,Commerce Platform-as-a-Service,2011,5,$0,Chicago,Storeplacer Headquarters,200 S. Wacker Drive,15th Floor,,USA,,IL,60606
Storymix Media,photo_video,Mobile Video Production,2011,8,$155k,Chicago,,,,,USA,,IL,
Strata Marketing,advertising,,,,$0,Chicago,HQ,30 W Monroe St,#1900,-87.6291734,USA,41.8805276,IL,60603
Stratos International,hardware,RF and optical subsystems,2000,524,$0,Chicago,HQ,7444 West Wilson Avenue,,,USA,,IL,60706-4549
StudyCloud,education,User Modifiable Collaboration Platform,2010,,$110k,Chicago,TechNexus,200 South Wacker Drive,,-87.637199,USA,41.879211,IL,60606
StyleSeek,fashion,personalized e-commerce,2011,10,$1.75M,Chicago,Catapult Chicago,321 N Clark #2550,,,USA,,IL,60605
SugarSnap,web,Apps to make Medicine Transparent,2007,3,$0,Chicago,,1616 N Damen Avenue,Suite 302,-87.677744,USA,41.91118,IL,60647
Suite Partners,advertising,a Live Social Media company,,75,$0,Chicago,Corporate Headquarters,405 W. Superior,,,USA,,IL,60654
SUNSURF.,ecommerce,IT,,3,$0,Chicago,,,,,USA,,IL,
Superior Public Relations,public_relations,Strategic Communications,2013,,$0,Chicago,,,,,USA,,IL,60657
Supply Vision,enterprise,cloud-based transportation solutions,2010,,$2.13M,Chicago,,661 W Lake St #1e,,-87.6451129,USA,41.8855948,IL,60661
SureSpeak,games_video,,2007,8,$1.6M,Chicago,Chicago Office,29 S Lasalle St,Suite 1205,-87.632519,USA,41.889183,IL,60603
Surfedia,web,social media bookmarking apps,,5,$0,Chicago,Main Office,,,,USA,,IL,
SweetPerk,software,,2011,,$110k,Chicago,,222 Merchandise Mart Plaza,1871: Suite 1212,,USA,,IL,60654
SwiftIQ,analytics,Data APIs & Machine Learning,2011,5,$0,Chicago,HQ,20 North Wacker,Suite 1200,,USA,,IL,60606
SwiftPayMD(TM) by Iconic Data,software,Mobile physician charge capture system.,2010,4,$0,Chicago,,213 N Racine Ave # 201,,,USA,,IL,60607
Switchfast Technologies,consulting,IT Support Company,2001,70,$0,Chicago,Head Quarters,"4043 N Ravenswood Ave, Suite 203",,,USA,,IL,60613
Synchology,advertising,The Branded Payments Company,2009,6,$0,Chicago,Chicago HQ,401 N Franklin,3E,,USA,,IL,60654
Synonym,public_relations,Web Design & Development,2008,9,$0,Chicago,,,,-87.624333,USA,41.879535,IL,
Tabblr,web,,2011,2,$0,Chicago,Headquarters,,,,USA,,IL,
Table Host,hospitality,Top tier restaurant reservations online.,,,$0,Chicago,Headquarters,53 W. Jackson Blvd,Suite 334,-87.62959,USA,41.8780796,IL,60604
TableSAVVY,hospitality,Last Minute Dining Made Easy ,,4,$0,Chicago,1871,222 W. Merchandise Mart Plaza,12th Floor,,USA,,IL,60654
Tabule,education,Yammer for classrooms,2012,2,$0,Chicago,,,,-87.6235742,USA,41.8703314,IL,60605
Tagkast,advertising,TagKast is a word-of-mouth marketing and,2009,30,$5.6M,Chicago,,600 West Chicago Avenue,Suite 700,-87.6435474,USA,41.8969173,IL,60654
Talener,consulting,Consulting and Full-time Staffing,2007,92,$0,Chicago,Chicago Office,200 North LaSalle Street,Suite 1920,,USA,,IL,60601
Tap.Me,games_video,Branded Enhancements(TM) for Mobile Game,2009,20,$5.04M,Chicago,Chicago HQ,,,,USA,,IL,
Tapclix,advertising,Mobile Advertising,2011,12,$0,Chicago,Tapclix Chicago Office,215 W Superior Street,Suite 200,,USA,,IL,60654
TapFit,health,,2013,3,$0,Chicago,Headquarters,116 W Illinois St.,6E-Middle,,USA,,IL,60654
Target Data,analytics,,2007,,$4.35M,Chicago,,100 N. Riverside Plaza,Suite 1650,,USA,,IL,60606
tastytrade,finance,,2011,,$29.7M,Chicago,,62 West Huron Street,,,USA,,IL,60654
Taykey,advertising,Interest-based advertising,2009,,$17M,Chicago,,321 N. Clark Street,(5th Floor),-87.630755,USA,41.888113,IL,60654
TEAM INTERVAL,sports,Communication Software for Sports Teams ,2012,9,$210k,Chicago,1871,222 W Merchandise Mart Plaza #1212,,,USA,,IL,60654
teamwerks,consulting,,1998,,$0,chicago,Chicago,111 east wacker drive,,-87.62355,USA,41.887673,IL,60601
Tech Cocktail,news,"tech startups events, news and resources",2006,,$2.5M,Chicago,Tech Cocktail - Chicago,,,,USA,,IL,60611
Tech Startup Us,software,Tech Startup Development,,,$0,Chicago,Stowers Institute,3049 W Fullerton Ave #1,,,USA,,IL,60647
TechBread,web,Tech News Social Media entertainment,2011,15,$0,Chicago,Chicago HQ,streamwood illinois Usa,,,USA,,IL,
TechNexus,network_hosting,Collaborative business ecosystem,2007,,$0,Chicago,Headquarters,200 S. Wacker,15th Floor,,USA,,IL,60606
Technori,,,,,$0,Chicago,Chicago HQ,435 N La Salle Dr STE 204,,,USA,,IL,60654
Techweek,other,A media and conference company,,4,$0,Chicago,Chicago Headquarters,222 W Hubbard St.,Ste 200,,USA,,IL,60654
Tecture,consulting,web design and development,2001,15,$0,Chicago,,65 E Wacker Place,Suite 1920,,USA,,IL,60601
Telephone and Data Systems,public_relations,,,,$0,Chicago,,30 N. LaSalle Street,Suite 4000,,USA,,IL,60602
TeleSight,consulting,customer satisfaction suvery,1990,,$0,Chicago,TeleSight,820 N. Franklin St. #200,,,USA,,IL,68137
Telewebtech,public_relations,VoIP Service and Systems,2009,9,$0,Chicago,Office,,,,USA,,IL,60660
Telular Corporation,,,,,$0,Chicago,,311 South Wacker Drive,Suite 4300,-87.6366427,USA,41.8777506,IL,60606
Tempesta Media,news,Managed Service Provider for Content,2011,,$0,Chicago,World Headquarters,1235A North Clybourn Street,Suite 171,,USA,,IL,60610
TempoDB,analytics,time-series database service,2011,7,$4.07M,Chicago,C/O Catapult Chicago,321 N. Clark St.,Ste. 2550,,USA,,IL,60654
Terra Nova Financial,,,,,$0,Chicago,,100 South Wacker Drive,Suite 1550,,USA,,IL,60606
Terranova,mobile,,2012,,$1.05M,Chicago,HQ,,,,USA,,IL,
TetraVitae Bioscience,cleantech,,,,$6.3M,Chicago,,20 North Wacker Drive,Suite 3410,-87.639956,USA,41.882103,IL,60606
TextHog,messaging,Online Expense Tracking Platform,2008,7,$50k,Chicago,Doejo,2444 N Clark,,-87.641394,USA,41.926596,IL,60614
Teza Technologies,,,,,$0,Chicago,,"150 N Michigan Ave, Ste 3700",,,USA,,IL,60601
The Academic Advantage,education,Specialized Tutoring for Students,2000,,$0,Chicago,,954 West Washington Blvd.,Suite 620,,USA,,IL,60607
The African Store,ecommerce,E-retailer of natural products,2003,5,$25k,Chicago,The African Store,4223 W. Lake Street,,,USA,,IL,60624
The App House,mobile,Personal Productivity Apps,2009,4,$0,Chicago,HQ,"314 W. Insitute Place, Ste 2E",,,USA,,IL,60610
The Beer Mapping Project,web,,2005,2,$0,Chicago,,2434 N Spaulding Ave,,-87.711114,USA,41.925823,IL,60647
The Coop,other,,,,$0,Chicago,,230 West Superior Street,,,USA,,IL,60654
The Coupons App,health,,2008,,$0,Chicago,,,,-87.6297982,USA,41.8781136,IL,
The Free Resource,web,Free Trusted Online Resources,2010,3,$0,Chicago,Chicago,130 South Canal Street,,,USA,,IL,60606
The Green Head,web,Discover cool new stuff daily!,2003,2,$0,Chicago,,,,,USA,,IL,
The Halo,fashion,Trendsetting Accessories,2013,4,$0,Chicago,Headquarters,,,,USA,,IL,
The HOTH,advertising,Outsourced Internet Marketing Solutions,2010,30,$0,Chicago,Headquarters,,,,USA,,IL,
