id,type,mc_account_id,approved,name,logo_image,hidden,email,address,address2,city,state_id,zip,created,updated,deleted_date,user_access_id,resource_name,suite,lat,lng,contact_name,contact_phone,website,youtube_video_url,html_description,short_desc,mc_account_listings_resources_ids,mc_account_listings_sectors_ids,additional_institutions,institution_name,state,online_only,region_facet,funding_facet,physical_space_facet,facilities_facet,nonprofit_facet,professional_services_facet,other_facet,sectors_facet,all_sectors,additional_info,template_file,css_file,meta_description,meta_title,meta_keywords
524,3,aa52a920dbe678bd3baec6fe30cd16455a92cef5,Yes,"Erickson Law Group, PC",,No,eric@ericksonlawgroup.com,1749 S. Naperville Rd.,,Wheaton,13,60189,1/29/14 11:26,1/29/14 15:02,0000-00-00 00:00:00,26,"Erickson Law Group, PC",Suite 202,41.839298,-88.100513,Eric Waltmire,630.665.9404,www.ericksonlawgroup.com,,"<p>The Erickson Law Group, PC provides legal services to protect our client&rsquo;s intellectual property. Each of our attorneys is a Patent Attorney admitted to practice before the United States Patent and Trademark Office. We serve clients ranging in size from large companies to startup companies to individual inventors.</p>
<p>Our intellectual property services include:</p>
<ul>
<li>Patents</li>
<li>Trademarks and Unfair Competition</li>
<li>Cybersquatting &amp; internet domain name disputes</li>
<li>Copyrights</li>
<li>Trade Secrets&nbsp;</li>
<li>IP Litigation</li>
<li>Licensing</li>
</ul>",,,,,,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-01-29 11:26:12
Eric Waltmire --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=93
----------------------------------------------
",template.php,default.css,,,
525,3,e5fffb8f9ce4d18210a3f10f611dafc7a36fd511,Yes,Northshore Process Service Network,/filebin/uploads/e5fffb8f9ce4d18210a3f10f611dafc7a36fd511/525.gif,No,info_nps@lawyer.com,1560 Sherman Avenue,Suite 301,Evanston,13,60201,2/5/14 9:19,2/5/14 15:09,0000-00-00 00:00:00,26,Northshore Process Service Network,,42.045769,-87.6823,Doug Blenkenship,847-373-8972,http://northshoreprocess.wix.com/northshore,,"Northshore provides innovative global business solutions ‰ÛÓ professional, reliable and accessible ‰ÛÓ encompassing the following comprehensive service domains. <br />
<br />
<br />
Private Investigation Services <br />
We can provide your company with information on potential investors and buyers, conduct due diligence, pre-employment screening and provide other critical information. <br />
<br />
Process Services <br />
Northshore manages all process serving needs including: serving on individuals, private or public entities; preparation of related Affidavits of Service; confirmation of service; courthouse issuing and filing at all levels of court; and, when necessary, skip tracing. We have trusted process servers globally. <br />
<br />
Document Filing/Retrieval and Litigation Search<br />
Northshore offers a full range of due diligence services, including corporate and personal document retrieval and litigation research capabilities.   <br />
<br />
Authentication and Legalization <br />
Northshore provides full service in the area of authentication and legalization of domestic and foreign papers, working with various Departments of Foreign Affairs and International Trade and the foreign embassies/consulates worldwide.  <br />
<br />
Court/Clerking Services & Due Diligence Searches <br />
Our operatives can provide you with thorough and professional searches in any court jurisdiction. Additionally, we provide vital record searches, property record searches and bankruptcy searches as well as any county, state and federal searches.   <br />
<br />
<br />
Northshore Process Service Network<br />
1560 Sherman Avenue, Suite 301  <br />
Evanston, Illinois 60201-4803  <br />
T: 1.847.373.8972 <br />
F: 1.866.554.2485 <br />
Email: info_nps@lawyer.com<br />
Web: http://northshoreprocess.wix.com/northshore",,,,"Local, National & International",Northshore Process Service,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-02-05 09:19:13
Doug Blenkenship --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=95
----------------------------------------------
",template.php,default.css,,,
526,3,,No,Metro East Start-Up Challenge,filebin/images/Metro_East_Logo.png,No,sbdcedw@gmail.com,One North Research Drive,,Edwardsville,13,62025-3604,0000-00-00 00:00:00,2/18/14 16:54,0000-00-00 00:00:00,26,Metro East Start-Up Challenge,,38.7907212,-89.9894748,,618-650-2929,http://www.siue.edu/metroeaststartup/index.shtml,,"<p>The SIUE Metro East Start-Up Challenge is a business plan competition to recognize and reward excellence in entrepreneurship.&nbsp;<a href=""/university-park"">University Park</a>&nbsp;at SIUE is the competition sponsor. The St. Louis Regional Chamber and PNC Bank are award sponsors. The SIUE School of Business and Metro East Small Business Development Center (SBDC) facilitate the event.</p>
<p>University Park partners with SBDC to conduct a $15,000 cash prize business plan competition for entrepreneurs and new business start-ups in the Illinois portion of the St. Louis metropolitan area. The purpose of the challenge is to:</p>
<ul>
<li>Increase the region&rsquo;s interest in and excitement for business start-ups through a competitive process</li>
<li>Identify &ldquo;high impact&rdquo; start-ups for possible location in University Park&rsquo;s new Business Enterprise Center</li>
<li>Generate a greater awareness of SBDC services/resources for entrepreneurs and small business owners in the Metro East region</li>
<li>Advance the academic mission of the University by strengthening relationships with private enterprise and expanding learning opportunities for both students and faculty</li>
</ul>
<p>The first place winner recieves a $10,000 cash prize accompanied by in-kind professional services. Low cost office accommodations in University Park may be available to the winner depending upon suitability and the availability of space. The second place plan receives a $5,000 cash prize along with in-kind professional services.</p>",,,,,Southern Illinois University Edwardsville,IL,No,,,,,,,,,,,template.php,default.css,,,
527,3,,No,BLUE1647,filebin/blue1647logo.jpg,No,,1647 S Blue Island Ave,,Chicago,13,60608,0000-00-00 00:00:00,12/3/14 16:42,0000-00-00 00:00:00,26,BLUE1647,,41.85837,-87.660311,,,http://www.blue1647.com/,,"<p>BLUE1647 is an entrepreneurship and technology innovation center focused on education (<em>through classes and workshops</em>), workforce development (<em>through internships</em>), business acceleration (<em>through Hybernate</em>), and economic development in technology and 21st century skills. BLUE1647 supports all forms of entrepreneurship from events, filmmakers, artists, engineers, and designers. As a beacon of resource through physical space and curated programming, BLUE1647 provides impactful individuals and organizations the space, curated programming, and resources to realize their ideas for a better world.&nbsp;Listed in the first&nbsp;City of Chicago Technology Plan, the BLUE1647 community is a vibrant example of the ways in which creative professionals, entrepreneurs, change-makers, and nonprofits can come together to make meaningful, lasting impact.</p>",,,,,,,No,,,,,,,,,,"----------------------------------------------
Resource Claimed
2014-09-29 11:13:33
Gary Lindley jr --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=140
----------------------------------------------
",template.php,default.css,,,
528,3,,No,Chicago Startup Weekend,filebin/chicago_startup_weekend.jpg,No,chicago@startupweekend.org,222 Merchandise Mart Plaza,,Chicago,13,60654,0000-00-00 00:00:00,12/4/14 9:49,0000-00-00 00:00:00,26,Chicago Startup Weekend,Suite 1212,41.8883695,-87.6353645,,,http://chicago.startupweekend.org/,,"<p>Startup Weekends are weekend-long, hands-on experiences where entrepreneurs and aspiring entrepreneurs can find out if startup ideas are viable. On average, half of Startup Weekend&rsquo;s attendees have technical or design backgrounds, the other half have business backgrounds.</p>
<p>Beginning with open mic pitches on Friday, attendees bring their best ideas and inspire others to join their team. Over Saturday and Sunday teams focus on customer development, validating their ideas, practicing LEAN Startup Methodologies and&nbsp;building a minimal viable product. On Sunday evening teams demo their prototypes and receive valuable feedback from a panel of experts.</p>",,,,,Startup Weekend,,No,,,,,,,,,,,template.php,default.css,,,
529,3,91cb245ff032e9a8fafc705996b2600c25280310,Yes,Sigenics Inc.,filebin/sigenics.gif,No,gad@sigenics.com,3440 S. Dearborn St.,,Chicago,13,60616,2/25/14 14:54,12/5/14 10:49,0000-00-00 00:00:00,26,Sigenics Inc.,126S,41.83158,-87.628021,Glenn DeMichele,312 448 8000 x222,www.sigenics.com,,"<p>Sigenics designs and manufactures custom electronic integrated circuits (""IC chips""). We can take you from concept to the delivery of tested packaged parts. We're an ISO9001 company, and have biomedical impants in human clinical trials, and mil std 883 aerospace devices in commercial and military aircraft.</p>",,,,,,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-02-25 14:54:54
Glenn DeMichele --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=100
----------------------------------------------
",template.php,default.css,,,
530,3,,No,Innovations 4 Entrepreneurs,filebin/images/Featured/I4e.png,No,,,,,0,,0000-00-00 00:00:00,3/10/14 17:07,0000-00-00 00:00:00,26,Innovations 4 Entrepreneurs,,,,,,http://business.comcast.com/i4e,,"<p>Technology can be transformative. Leveraging the cloud&hellip;enabling workers to be mobile&hellip;collaborating like never before&hellip;Comcast Business sees so many incredible stories about how smart, innovative use of technology helps create exciting, profitable businesses. With the Innovations 4 Entrepreneurs Contest we are recognizing the entrepreneurs that are making both customer and employee experiences better with technology. Winners will receive a combination of cash, services from Comcast Business as well Comcast&rsquo;s Upware<sup>TM</sup>&nbsp;partners Cisco, Microsoft, Symantec, DocuSign, Soonr and Swiftpage Engage and invaluable one-on-one consulting with business experts.</p>
<p><strong>Entry submission for the 2014 contest is due by April 30.</strong></p>",,,,,Comcast Business,,Yes,,,,,,,,,,,template.php,default.css,,,
531,3,21367f0ab0b394ab8d0d4cbe748fb15b65655b3f,Yes,Freeborn & Peters LLP,/filebin/uploads/21367f0ab0b394ab8d0d4cbe748fb15b65655b3f/531.jpg,No,agoldstein@freeborn.com,311 S. Wacker Drive,,Chicago,13,60606,3/11/14 10:40,3/12/14 16:38,0000-00-00 00:00:00,26,Freeborn & Peters LLP,3000,41.877658,-87.636196,Andrew L. Goldstein,312-360-6000,www.freeborn.com,,"<p>Andrew L. Goldstein&nbsp;focuses his practice in the area of Intellectual Property and Information Technology. He has extensive experience in the areas of intellectual property law, including trademark, trade dress and copyright law; internet, website, cloud computing, technology, outsourcing and computer law in general; advertising, marketing, and promotion law; and entertainment law, including video production, theater and dance-related matters.</p>
<p>The Chambers-USA Guide to America&rsquo;s Leading Lawyers, calls Andy a &ldquo;business law expert,&rdquo; and adds that ""He is smart and versatile, with broad expertise and an extremely fast turnaround time.""</p>",,,,Illinois Technology Association (ITA),Freeborn & Peters LLP,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-03-11 10:40:16
Andrew Goldstein --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=105
----------------------------------------------
",template.php,default.css,,,
532,3,,No,"Health, Technology, and Innovation",filebin/OVPR-wordmark.png,No,viges@uillinois.edu,2242 W Harrison,,Chicago,13,60612,0000-00-00 00:00:00,12/4/14 15:32,0000-00-00 00:00:00,26,"Health, Technology, and Innovation",Suite 201,41.874204,-87.682985,Kapila Viges,,http://research.uillinois.edu/HTI,,"<p>The Health, Technology, and Innovation (HTI) facility, encompassing 12,000 square feet of laboratory and office space within the <a href=""/illinois-medical-district"">Illinois Medical District</a>, brings scientists, clinicians, engineers and industry together for an interdisciplinary approach to drug, diagnostic, device, and information technology development. HTI provides both a physical space and support services that validate technology, convert innovation into products, and accelerate projects to venture readiness.</p>
<p>HTI intends to provide the infrastructure where technology development work can take place outside of academic labs with support and access to professional services to assist in commercialization planning and venture formation guidance.&nbsp;<span>With a community-based approach, HTI serves University faculty, staff and students, Chicago area research institutions as well as the broader entrepreneurial community as a nexus of biotechnology commercialization.&nbsp;</span></p>",,,,Illinois Medical District,University of Illinois,,No,,,,,,,,,,,template.php,default.css,,,"HTI, UI"
536,3,,No,CivicLab,filebin/civiclab.png,No,info@civiclab.us,114 N Aberdeen St,,Chicago,13,60607,0000-00-00 00:00:00,12/4/14 10:05,0000-00-00 00:00:00,26,CivicLab,,41.883458,-87.654761,,312-857-6485,http://www.civiclab.us/,,"<p>CivicLab is a new co-working space in the West Loop at 114 N. Aberdeen Street dedicated collaboration, education and innovation for civic engagement.&nbsp; Our call to service is &ndash; Investigate. Educate. Activate.</p>
<p>At the CivicLab you can:</p>
<ol>
<li><strong>Co-Work</strong>. Rent a permanent desk for $200/month. Be part of a community of dynamic people and organizations who all want to see a better world and are working to make it happen!</li>
<li><strong>Learn</strong>. Take a class and gain some civic skill and knowledge. It&rsquo;s like a Democracy Gym here! Build your civic muscles at the CivicLab.</li>
<li><strong>Teach</strong>. Share your civic skills, experience and knowledge by offering a general admission workshop at the CivicLab. We split all class fees 50-50 with our instructors.</li>
<li><strong>Meet</strong>. Use our space for meetings, events, retreats and celebrations. You won&rsquo;t find a more reasonable hourly rate or a more friendly crew anywhere!</li>
</ol>",,,,,CivicLab,,No,,,,,,,,,,,template.php,default.css,,,
537,3,,No,Clean Energy Challenge,filebin/logo_cec.png,No,info@cleanenergytrust.org,2 North LaSalle Street,,Chicago,13,60602,0000-00-00 00:00:00,12/4/14 10:06,0000-00-00 00:00:00,26,Clean Energy Challenge,Suite 1601,41.8823108,-87.6328006,,,http://www.cleanenergytrust.org/challenge/,,"<p>The Clean Energy Challenge is the Midwest&rsquo;s leading showcase for clean energy innovation. The annual event combines a business plan competition for Midwestern entrepreneurs, researchers and students with presentations by leading clean energy thinkers and doers.</p>
<p><strong>A High-Impact Event</strong></p>
<p>A full day event in Chicago, the Clean Energy Challenge brings together leaders, entrepreneurs, investors, industry experts and media. The Clean Energy Challenge is the flagship event and fundraiser for <a href=""/clean-energy-trust"">Clean Energy Trust</a>. It is open to the public, though tickets are required.</p>
<p>Since the event launched in 2010, Clean Energy Challenge competitors have:</p>
<ul>
<li>Been awarded over $750,000 in prize money</li>
<li>Raised $40 million in follow-on funding</li>
<li>Benefitted from Clean Energy Trust&rsquo;s network of over 200 mentors and 160 industry partners</li>
<li>Twice won DOE&rsquo;s National Clean Energy Business Plan Competition, won Rice University&rsquo;s Business Plan Competition and taken top honors at Clean Tech Open.</li>
</ul>",,,,,Clean Energy Trust,,No,,,,,,,,,,,template.php,default.css,,,
538,3,,No,Unified Equity,filebin/unified.png,No,hello@unifiedequity.com,435 North LaSalle St,,Chicago,13,60654,0000-00-00 00:00:00,12/4/14 17:47,0000-00-00 00:00:00,26,Unified Equity,Suite 204,41.890277,-87.632247,,,http://www.unifiedequity.com/,,"<p><span>Unified Equity serves extraordinary entrepreneurs, who are building promising B2B companies, by rapidly accelerating their sales cycle into Fortune 500 companies.</span></p>
<p>The biggest challenge B2B entrepreneurs face? Finding their first customers. Not anymore.</p>
<p>Our goal is to make the life of B2B startup founders dramatically simpler and more effective.</p>
<p>If you&rsquo;re starting a B2B company, we know one of your biggest growing pains is identifying and closing your first handful of customers. It shouldn&rsquo;t be.</p>
<p>We focus on directly connecting you to decision makers inside the Fortune 500. We help you find the decision makers at companies you want to work with, as well as successful mentors and advisors to help you every step of the way as you grow your startup, so you can focus on building the best company and product.</p>
<p><span>&nbsp;</span></p>",,,,,Unified Equity,,No,,,,,,,,,,,template.php,default.css,,,
539,3,,No,Wellspring Worldwide,filebin/wellspring_220.jpg,No,,350 N LaSalle St.,,Chicago,13,60654,0000-00-00 00:00:00,12/4/14 17:29,0000-00-00 00:00:00,26,Wellspring Worldwide,12th Floor,41.889028,-87.632804,,312-643-5100,http://www.wellspringworldwide.com/,,"<p>Wellspring products enable you to innovate faster, access knowledge quickly, and optimize your investments in research and innovation.</p>
<p>Companies use our software to identify, evaluate, and share knowledge assets developed by and among their network of collaborators: from Tech Scouting to IP Management to Open Innovation initiatives.</p>
<p>Universities and hospitals turn to Wellspring software to manage their Technology Transfer, Grants Management, and Clinical Trials Administration more effectively and efficiently.</p>
<p>In sum, our software enables innovators to harness their knowledge assets for competitive advantage.</p>",,,,,Wellspring Worldwide,,No,,,,,,,,,,,template.php,default.css,,,
540,3,,No,Product Manufactory,filebin/product_m.png,No,hello@teamTPM.com,722 W Killarney St,,Urbana,13,61801,0000-00-00 00:00:00,12/4/14 16:59,0000-00-00 00:00:00,26,Product Manufactory,,40.13276,-88.217326,,217-689-0398,http://www.theproductmanufactory.com/,,"<p>We were founded on the principle of never separating design from engineering, always keeping in mind the user and the manufacturing process. We are a team of designers, engineers and creatives that bring the R&amp;D department into businesses that do not have one, or are seeking a new perspective on current initiatives. We pride ourselves on our ability to identify, define, and execute development projects that help you differentiate and win in your market.</p>
<p><strong>WHAT WE DO</strong></p>
<p>We offer electrical and mechanical engineering expertise, industrial design and prototyping services to create new, game-changing products for you and your customers. Our work is carefully planned, executed, and documented so that you always have complete visibility and control of status, budget, and direction.</p>",,,,,Product Manufactory,,No,,,,,,,,,,,template.php,default.css,,,
541,3,,No,STEMfunder,,No,info@stemfunder.com,,,,0,,0000-00-00 00:00:00,3/14/14 17:01,0000-00-00 00:00:00,26,STEMfunder,,,,,,http://www.stemfunder.com/,,"<p>STEMfunder is a social crowdfunding platform for academic projects and research in Science Technology Engineering Mathematics (STEM). STEMfunder works with alumni networks to provide great ideas with funding and exposure.</p>
<p>Using STEMfunder, students can reach out to potential supporters directly. Supporters can fund projects that resonate with them, and actively engage with teams through new projects and updates.</p>
<p>We believe that academic projects are a key component in the advancement of STEM education. Projects encourage innovative thinking and student engagement, while promoting STEM programs within the academic community.</p>",,,,,STEMfunder,,Yes,,,,,,,,,,,template.php,default.css,,,
542,3,f239f7a3f8f099058e5fddd30404c0f50d484076,Yes,Ms.Tech,/filebin/uploads/f239f7a3f8f099058e5fddd30404c0f50d484076/542.png,No,hello@ms-tech.co,2 N. LaSalle Street,Grind - 14th Floor,Chicago,13,60602,0000-00-00 00:00:00,8/23/14 16:37,0000-00-00 00:00:00,26,Ms.Tech,,41.882264,-87.632828,Nicole Yeary,,http://ms-tech.co,,"Introduction	<br />
Ms.Tech is a learning community that provides women in the ventures of innovation and technology with the inspiration, knowledge, and connections to reach their full potential. Ms.Tech encourages women to develop entrepreneurial management thinking, educated risk taking, creative problem solving, and inspirational, supportive leadership for their teams/organizations/ businesses. Ms.Tech is a community and forum, for early, mid-career, executive, and entrepreneurial women in technology  careers. Ms.Tech members are committed to developing themselves as leaders through education, mentorship, networking, and information sharing.<br />
					<br />
Community<br />
Our diverse membership represents industries ranging from entrepreneurship, information technology, and to cleantech. Ms.Tech members work in these industries as well as in organizations that support and collaborate with these industries such as professional service firms, financial institutions, and non-profit groups. Ms.Tech offers a rich and thriving community that provides support, guidance, and professional development. Members can leverage a broad array of workshops and panels that include advice regarding career advancement, alternate careers options, professional skill building and exposure to entrepreneurial thinking. Through education, mentorship, and engaged networking, we strive to serve our diverse community so our members can achieve their full potential.<br />
					<br />
Membership<br />
Membership is an excellent opportunity for members to expand their network, further their professional development and advance their career. Members find support in Ms.Tech‰Ûªs unique community network of peer and mentor role models. Ms.Tech membership offers a chance for people to meet colleagues and form friendships that enrich professional and personal life. <br />
<br />
Member benefits include:						 			<br />
Exclusive rates  to all Ms.Tech programs and events<br />
Free attendance at our annual networking events<br />
Access to Ms.Tech‰Ûªs Members Only webpages with workshop summaries<br />
Voucher to bring a non-member guest for free per year<br />
An individual membership for one year is $35 per month or  $365 a year.							<br />
Workshops and Panel Discussions						<br />
Ms.Tech panel discussions and workshops cover issues that are relevant to the career and business issues in the life sciences, biotech, engineering, technology and research. Ms.Tech events feature accomplished and prominent speakers, who share their expertise and experiences in a setting that encourages access to these speakers, networking and shared learning with Ms.Tech members. Ms.Tech organizes long-term accountability programs and weekly mastermind sessions focused on women‰Ûªs career advancement and entrepreneurship growth with Subject Matter Expert facilitators. Ms.Tech offers many interesting events per year. ",,,,,,,No,,,,,,,,,,"----------------------------------------------
Resource Claimed
2014-06-24 08:17:12
Nicole Yeary --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=125
----------------------------------------------
",template.php,default.css,,,
543,3,,Yes,Grind,filebin/grind.jpg,No,lasalle@grindspaces.com,2 North LaSalle Street,,Chicago,13,60602,0000-00-00 00:00:00,12/4/14 12:21,0000-00-00 00:00:00,26,Grind Spaces Chicago,14th Floor,41.882264,-87.632828,,312-488-4887,http://grindspaces.com/,,"<p>Grind is a 22nd century platform that helps talent collaborate in a new way: outside the system. Grind isn&rsquo;t an office, it&rsquo;s the antidote to offices. A members-only shared workspace and coworking community dedicated to taking all of the frustrations of working the old way and pulverizing them to a dust so fine it actually oils the wheels of the machine. A space that caters to free radicals like you.</p>",,,,,,,No,,,,,,,,,,,template.php,default.css,,,
544,3,,No,Quinlan Social Enterprise Competition,filebin/Quinlan.jpg,No,,1 E Pearson St.,,Chicago,13,60611,0000-00-00 00:00:00,12/4/14 17:03,0000-00-00 00:00:00,26,Quinlan Social Enterprise Competition,,41.897247,-87.627903,,,http://www.luc.edu/quinlan/sec/,,"<p>For the past eight years, Loyola University Chicago&rsquo;s Quinlan School of Business&nbsp;has hosted a Business Plan Competition, but beginning in 2013, the focus has been on the developing area of social enterprises. Quinlan has made social enterprises a key strategic initiative, and thus the Quinlan SEC is an opportunity for individuals who are interested in developing and launching social enterprises around the world to present their business plans to a panel of judges, who will evaluate the business plans and provide feedback regarding the business plan&rsquo;s viability.</p>",,,,,Loyola University,,No,,,,,,,,,,,template.php,default.css,,,
545,3,320c1c103fe0a033142e026cdbb32e11e17286cc,Yes,Digital Professional Institute,/filebin/uploads/320c1c103fe0a033142e026cdbb32e11e17286cc/545.jpg,No,lisa.dill@tfa.edu,28 N Clark St,,Chicago,13,60602,3/19/14 11:57,3/19/14 13:40,0000-00-00 00:00:00,26,Digital Professional Institute,Suite 500,41.882707,-87.631169,Lisa Dill,312-506-0715,digitalprofessionalinstitute.com,,"<p>The Digital Professional Institute trains starters, working professionals, agencies, and companies on the most relevant digital skills of the 21st century. Through targeted programs taught by world-class practitioners, our learners have access to the entire digital ecosystem &mdash; digital marketing, social media, video production and post-production.</p>
<p>The Digital Professional Institute works with its instructors to ensure that their real-world, on-the-job learning content and case studies are backed by the academic rigor of higher education, so that you can leave class ready to make an impact on your organization.</p>",,,,,Tribeca Flashpoint Media Arts Academy,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-03-19 11:57:36
Aaron Senser --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=106
----------------------------------------------
",template.php,default.css,,,
546,3,,No,,,No,,,,,0,,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,1,,,,,,,,,,,,,,,,No,,,,,,,,,,,template.php,default.css,,,
549,3,9e475ae5373c2cec68c05230cd736e41d4e62765,Yes,Rev3 Innovation Center,/filebin/uploads/9e475ae5373c2cec68c05230cd736e41d4e62765/549.jpeg,No,info@rev3dupage.com,1120 E Diehl Road,,Naperville,13,60563,4/7/14 11:38,3/27/15 11:59,0000-00-00 00:00:00,26,Rev3 Innovation Center,,41.802433,-88.131724,Nicholas Zito,630-955-2087,www.rev3dupage.com,,"<p>Rev3 is an innovation center located in DuPage County, Illinois, with a focus on helping people and companies manufacture products, write software and develop technology to drive the third industrial revolution. From astonishing waves of innovation to new product concepts to technology that changes business models - Rev3 is a place of emerging opportunities and creativity. This is not a place for business as usual.</p>",,,,,Choose DuPage,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-04-07 11:38:37
Bryan Gay --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=109
----------------------------------------------
",template.php,default.css,,,
552,3,42acd81147433ce3bb42eedf245525c758a1edf3,Yes,IAEOU,/filebin/uploads/42acd81147433ce3bb42eedf245525c758a1edf3/552.jpg,No,Lisa@theIAE.com,1821 Hubbard,,Chicago,13,60622,5/15/14 13:45,5/20/14 15:53,0000-00-00 00:00:00,26,IAEOU,207,41.889148,-87.672775,Lisa Canning,773.756.2163,www.iaeou.me,http://youtu.be/5V31Dzc2Z8Y,"<p><span>The Institute for Arts Entrepreneurship (IAEOU)</span>&nbsp;is a Chicago based science, technology, arts and math (STEAM) entrepreneurship and innovation oriented incubator. We incubate STEAM entrepreneurs and design interdisciplinary curriculum for entreprenuership through Institute for Arts Entrepreneurship (IAE). Through our sister organization, Entrepreneur The Arts, we deliver our courses online in our own live learning classroom environment launching in August of 2014. The IAEOU is&nbsp;focused on teaching a creative entrepreneurial mindset for life long endurance and success, and on supporting innovation for new venture and authentic job creation.&nbsp;</p>",,,,,Institute for Arts Entrepreneurship,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-05-15 13:45:18
Lisa Canning --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=118
----------------------------------------------
",template.php,default.css,,,
553,3,42acd81147433ce3bb42eedf245525c758a1edf3,Yes,IAEOU,filebin/iaeou-logo.png,Yes,Lisa@theIAE.com,1821 Hubbard,,Chicago,13,60622,5/15/14 13:45,4/6/15 15:04,0000-00-00 00:00:00,26,IAEOU,207,,,Lisa Canning,773.756.2163,www.iaeou.me,http://youtu.be/5V31Dzc2Z8Y,"<p>What We Do<br /> IAEOU.me "" Vowels are to words what creativity is to the world- basic and necessary."" is a Chicago based STEAM entrepreneurship and innovation oriented incubator. We incubate STEAM entrepreneurs and design interdisciplinary curriculum for entreprenuership through Institute for Arts Entrepreneurship (IAE). <br /> <br /> Through our sister organization, Entrepreneur The Arts, we deliver our courses online in our own live learning classroom environment launching in August of 2014. <br /> <br /> What We Believe<br /> If you look at the Kauffman Foundation Index, despite the explosive growth of entrepreneurship programs, over the last 17 years entrepreneurship growth is flat. We believe this is because Creativity- which has been in decline for the last 30 years, based on the Torrence Test of Creativity, is sorely missing in entrepreneurial development. <br /> <br /> What We Do<br /> We are focused on teaching creative entrepreneurial mindset for life long endurance and success to support innovation for new venture and job creation authentically. Our methodology design is 'inside out' transformation- aligning the personal to professional. We accomplish this through a 256 hour 8 course curriculum for high school students, college students and lifelong learners. Our program is accredited through the Univ of CA San Diego. To learn more about it click here: http://iaeou.me/iae-curriculum/ <br /> <br /> Publications:<br /> Our model will be featured in The Design Journal, 17:3, in Sept of 2014. Some of our research from our pilot program, completed in June of 2013 in collaboration with faculty from The School of Design, University of Illinois, also be published this fall by USASBE in a book called 'The Annals of Entrepreneurship Pedagogy' by Elgar in the UK. <br /> <br /> Additional publications about our methodology include:<br /> <br /> Developing the Arts Entrepreneur: The &ldquo;Learning Cloud&rdquo;. Crafting the Future, 10th European Academy of Design Conference. Apr 2013, Gothenburg, Sweden April 5, 2013<br /> <br /> Deepening the Social Impact of Creativity Through Entrepreneurialism, Proceedings of the United States Association for Small Business and Entrepreneurship (USASBE) Conference, January 13-15, 2012: 1007-1017<br /> <br /> </p>",,,,,Institute for Arts Entrepreneurship,,No,,,,,,,,,,"----------------------------------------------
Resource Added
2014-05-15 13:45:22
Lisa Canning --> http://www.illinoisinnovation.com/mightysite/edit_record.php?tablename=mc_account&id=118
----------------------------------------------
",template.php,default.css,,,
554,3,,No,NewFrontier Holdings,filebin/NFHLogo5.jpg,No,info@nfholdings.com,1130 W Monroe St.,,Chicago,13,60607,0000-00-00 00:00:00,12/4/14 16:26,0000-00-00 00:00:00,26,NewFrontier Holdings,,41.880652,-87.63209,,,http://www.nfholdings.com/,,"<p>Formed by Nate Laurell in July 2010, NewFrontier Holdings is&nbsp;a&nbsp;Chicago-based holding company&nbsp;that manages various forms of investments; creates and funds innovative ventures; and facilities an engaging community of entrepreneurs. NewFrontier manages a small seed-stage&nbsp;<a href=""http://www.nfholdings.com/ventures"">venture fund</a>&nbsp;that takes a hands-on approach, often starting companies itself. Through NewFrontier Capital, we manage traditional assets like public equities, private debt, and real estate. We also own solar and other renewable assets. Our investing philosophy focuses on margin of safety and intrinsic value. NewFrontier Holdings is also intent on building&nbsp;a community of entrepreneurs and has designed 35,000 square feet of coworking space in Chicago&rsquo;s West Loop.</p>",,,,,,,No,,,,,,,,,,,template.php,default.css,,,
555,3,,No,,,No,,,,,0,,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,1,,,,,,,,,,,,,,,,No,,,,,,,,,,,template.php,default.css,,,
